"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL138458";"";"None";"351.49";"0";"4.16";"14e";"COC1Cc2ccccc2C2(CCN(CCCc3ccccc3)CC2)O1";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"14.50";"0.27";"0.94";"23.49";"0";"CHEMBL694557";"Inhibition of mepyramine binding to Histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135809";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"8.0"
"CHEMBL115280";"";"None";"413.52";"0";"4.41";"36";"O=C1NCN(c2ccccc2)C12CCN(Cc1cccc(Oc3ccccc3)c1)CC2";"IC50";"'='";"496.0";"nM";"6.30";"";"";"UO_0000065";"15.25";"0.28";"1.89";"14.07";"0";"CHEMBL691451";"Inhibition of histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"496.0"
"CHEMBL325516";"";"None";"496.57";"1";"6.01";"39";"O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"IC50";"'='";"1280.0";"nM";"5.89";"";"";"UO_0000065";"11.87";"0.22";"-0.12";"17.98";"0";"CHEMBL691451";"Inhibition of histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"1280.0"
"CHEMBL345185";"";"None";"209.34";"0";"2.64";"1c";"NCCCCCCCCCc1c[nH]cn1";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"27.23";"0.52";"3.06";"10.42";"0";"CHEMBL692983";"Inhibitory activity against human Histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145948";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"-5.7"
"CHEMBL90063";"";"None";"195.31";"0";"2.25";"1b";"NCCCCCCCCc1c[nH]cn1";"IC50";"'='";"3162.28";"nM";"5.50";"";"";"UO_0000065";"28.16";"0.54";"3.25";"10.05";"0";"CHEMBL692983";"Inhibitory activity against human Histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145948";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"-5.5"
"CHEMBL264007";"";"None";"740.82";"2";"7.30";"1g";"COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc(F)cc3F)C2)cc(OC)c1OC";"IC50";"'='";"436.0";"nM";"6.36";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL691452";"Antagonism of the human histamine H1 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150559";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"436.0"
"CHEMBL1774499";"";"None";"559.71";"1";"3.29";"13j";"Cn1c(N2CCCN(CCCN3c4ccccc4CCc4ccc(C(C)(C)C(=O)O)cc43)CC2)cc(=O)n(C)c1=O";"IC50";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"12.73";"0.24";"3.83";"7.83";"0";"CHEMBL1775250";"Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772991";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307512";"";"";"";"75.0"
"CHEMBL157842";"";"None";"234.39";"0";"3.70";"13d";"NCCCCCCCCCCc1cccnc1";"IC50";"'='";"2511.89";"nM";"5.60";"";"";"UO_0000065";"23.89";"0.45";"1.90";"14.39";"0";"CHEMBL692983";"Inhibitory activity against human Histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145948";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"-5.6"
"CHEMBL275507";"";"None";"305.43";"0";"3.68";"18c";"NCCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1";"IC50";"'='";"794.33";"nM";"6.10";"";"";"UO_0000065";"19.97";"0.36";"2.42";"11.15";"0";"CHEMBL692983";"Inhibitory activity against human Histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145948";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"-6.1"
"CHEMBL1091777";"";"None";"310.47";"0";"4.55";"16a, (-)-S";"C[C@H](c1cccnc1)c1c(CCN(C)C)sc2ccccc12";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"17.57";"0.34";"0.91";"33.82";"0";"CHEMBL1106977";"Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells after 90 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156278";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";"";"";"3.5"
"CHEMBL4210030";"";"None";"426.49";"0";"3.76";"7a";"CNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccn1";"IC50";"'='";"4420.0";"nM";"5.36";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4188003";"Antagonistic activity at histamine 1 receptor (unknown origin) after 10 mins by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184238";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"4420.0"
"CHEMBL1112";"ARIPIPRAZOLE";"4.0";"448.39";"0";"4.86";"Aripiprazole";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"IC50";"'='";"420.0";"nM";"6.38";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL4254805";"Antagonist activity at histamine H1 receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251643";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"420.0"
"CHEMBL5767182";"";"None";"499.61";"1";"5.00";"BDBM293413";"O=C(O)Cc1ccc(OCCN2CCC(c3nc4ccccc4n3CCOc3ccccc3)CC2)cc1";"IC50";"'='";"271.0";"nM";"6.57";"";"559242";"UO_0000065";"13.14";"0.24";"1.57";"8.55";"0";"CHEMBL5731518";"BIOLOGICAL ASSAY: Affinity for histamine H1-receptor was determined by binding studies to H1 receptors. The sample used is a suspension of membranes of CHO cells transfected with the human H1 receptor (5 mg/ml, PerkinElmer), stored at −80° C. until use. After thawing, the membranes were homogenized in assay buffer (50 mM Na/K phosphate) prepared in purified water and kept at room temperature (pH 7.4). The assay was performed in 96-well microplates. In each well, 25 μl of buffer and 25 μl of vehicle (total binding) or 10 μM pyrilamine (nonspecific binding) or the products to be tested was added. Subsequently, 200 μl of the membrane suspension was added to all wells and the microtiter plate was preincubated at 25° C. for 15 min. After this time, 25 μl of 3H-pyrilamine (1.5 nM) was added and the reaction was allowed to incubate for 60 min at 25° C. Then, free radioligand was quickly separated from bound radioligand by vacuum filtration (Multiscreen microplate Screener), performing 10 washes with assay buffer (4° C.). Subsequently 45 μl of scintillation fluid was added to each well and after sealing of the microplate, the radioactivity was quantified in a liquid scintillation counter (TopCount). The graphs of the inhibition curves and calculation the IC50 value were generated with the GraphPad Prism program.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725809";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"271.0"
"CHEMBL4277264";"";"None";"356.39";"0";"4.95";"30, (R)-atropo-enantiomer";"Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4260963";"Antagonist activity at histamine H1 receptor (unknown origin)";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257582";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"4.6"
"CHEMBL657";"DIPHENHYDRAMINE";"4.0";"255.36";"0";"3.35";"BDBM50017674";"CN(C)CCOC(c1ccccc1)c1ccccc1";"IC50";"'='";"84000.0";"nM";"4.08";"";"328084";"UO_0000065";"15.96";"0.29";"0.73";"32.68";"0";"CHEMBL3887282";"Histamine H1 Receptors Binding Assay: Affinities of the test compounds for peripheral human histamine H-1-receptors were assessed using receptor-binding assays. The specific binding of the radioactive ligand to the receptor was defined as the difference between total binding and nonspecific binding, determined in the presence of excess unlabeled ligand. [3H]-histamine was used as the ligand in this study and the affinity values were determined according to the Cheng-Prusoff equation.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886156";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"84000.0"
"CHEMBL305187";"IFENPRODIL";"2.0";"325.45";"0";"3.77";"1";"CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"18.44";"0.34";"2.23";"13.73";"0";"CHEMBL694556";"Compound was tested for the binding affinity against histamine H1 receptor by using [3H]mepyramine as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125775";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"1000.0"
"CHEMBL116463";"";"None";"517.62";"2";"6.18";"46";"N#Cc1ccc(CCOC(=O)NC2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1";"IC50";"'='";"454.0";"nM";"6.34";"";"";"UO_0000065";"12.25";"0.23";"0.16";"9.70";"0";"CHEMBL691451";"Inhibition of histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"454.0"
"CHEMBL511";"PYRILAMINE";"4.0";"285.39";"0";"2.66";"Mepyramine";"COc1ccc(CN(CCN(C)C)c2ccccn2)cc1";"IC50";"'='";"158.49";"nM";"6.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1224928";"Inverse agonist activity at human wild-type histamine H1 receptor N7.45L mutant assessed as NF-kappaB activation after 48 hrs by luciferase reporter gene assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P35367";"N460L";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221171";"1";"Scientific Literature";"Nat Chem Biol";"2005";"None";"";"";"";"6.8"
"CHEMBL82714";"";"None";"308.43";"0";"3.79";"2l (trans)";"CN(C)CC1(C)CC2c3ccccc3Cc3ccccc3N2O1";"IC50";"'='";"61.66";"nM";"7.21";"";"";"UO_0000065";"23.38";"0.43";"3.42";"45.89";"0";"CHEMBL857171";"Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135380";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"7.21"
"CHEMBL82714";"";"None";"308.43";"0";"3.79";"2l (trans)";"CN(C)CC1(C)CC2c3ccccc3Cc3ccccc3N2O1";"IC50";"'='";"1.66";"nM";"8.78";"";"";"UO_0000065";"28.47";"0.52";"4.99";"55.89";"0";"CHEMBL857171";"Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135380";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"8.78"
"CHEMBL415";"CLOMIPRAMINE";"4.0";"314.86";"0";"4.53";"CLOMIPRAMINE";"CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21";"IC50";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"22.46";"0.44";"2.54";"109.11";"0";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";"0.085"
"CHEMBL1278088";"";"None";"432.57";"0";"2.53";"17m";"Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(c1=O)CCCC2";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"13.87";"0.26";"3.47";"7.47";"0";"CHEMBL1286327";"Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275331";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"1.0"
"CHEMBL4213342";"";"None";"425.56";"0";"3.03";"7d";"CNC(=O)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccn1";"IC50";"'='";"923.0";"nM";"6.04";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4188003";"Antagonistic activity at histamine 1 receptor (unknown origin) after 10 mins by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184238";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"923.0"
"CHEMBL5990007";"";"None";"451.57";"0";"3.96";"BDBM293412";"CCOCCn1c(C2CCN(CCOc3ccc(CC(=O)O)cc3)CC2)nc2ccccc21";"IC50";"'='";"1990.0";"nM";"5.70";"";"559241";"UO_0000065";"12.63";"0.24";"1.74";"7.42";"0";"CHEMBL5731518";"BIOLOGICAL ASSAY: Affinity for histamine H1-receptor was determined by binding studies to H1 receptors. The sample used is a suspension of membranes of CHO cells transfected with the human H1 receptor (5 mg/ml, PerkinElmer), stored at −80° C. until use. After thawing, the membranes were homogenized in assay buffer (50 mM Na/K phosphate) prepared in purified water and kept at room temperature (pH 7.4). The assay was performed in 96-well microplates. In each well, 25 μl of buffer and 25 μl of vehicle (total binding) or 10 μM pyrilamine (nonspecific binding) or the products to be tested was added. Subsequently, 200 μl of the membrane suspension was added to all wells and the microtiter plate was preincubated at 25° C. for 15 min. After this time, 25 μl of 3H-pyrilamine (1.5 nM) was added and the reaction was allowed to incubate for 60 min at 25° C. Then, free radioligand was quickly separated from bound radioligand by vacuum filtration (Multiscreen microplate Screener), performing 10 washes with assay buffer (4° C.). Subsequently 45 μl of scintillation fluid was added to each well and after sealing of the microplate, the radioactivity was quantified in a liquid scintillation counter (TopCount). The graphs of the inhibition curves and calculation the IC50 value were generated with the GraphPad Prism program.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725809";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"1990.0"
"CHEMBL93556";"";"None";"764.90";"2";"7.04";"1b";"COc1ccc(C2(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C2)cc1OC";"IC50";"'='";"309.0";"nM";"6.51";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL691452";"Antagonism of the human histamine H1 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150559";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"309.0"
"CHEMBL431458";"";"None";"820.92";"2";"7.02";"1i";"COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccccc3)C2)cc(OC)c1OC.O=C(O)/C=C/C(=O)O";"IC50";"'='";"233.0";"nM";"6.63";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL691452";"Antagonism of the human histamine H1 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150559";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"233.0"
"CHEMBL113956";"";"None";"521.65";"2";"5.85";"44";"CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1";"IC50";"'='";"1820.0";"nM";"5.74";"";"";"UO_0000065";"11.00";"0.21";"-0.11";"12.81";"0";"CHEMBL691451";"Inhibition of histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"1820.0"
"CHEMBL1783960";"";"None";"305.43";"0";"3.58";"3{9}";"Cc1ccc2c(c1)c1c(n2CCc2cccnc2)CCN(C)C1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1786003";"Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-N-SH";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782051";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307745";"";"";"";"0.5"
"CHEMBL1783963";"";"None";"323.42";"0";"3.71";"3{12}";"Cc1ccc(CCn2c3c(c4cc(F)ccc42)CN(C)CC3)cn1";"IC50";"'='";"730.0";"nM";"6.14";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1785997";"Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium flow during phase-II compound dosed after histamine addition by Fura-2 based fluorometric assay";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"SK-N-SH";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782051";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307745";"";"";"";"0.73"
"CHEMBL1783961";"";"None";"309.39";"0";"3.41";"3{10}";"CN1CCc2c(c3cc(F)ccc3n2CCc2cccnc2)C1";"IC50";"'='";"930.0";"nM";"6.03";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1785997";"Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium flow during phase-II compound dosed after histamine addition by Fura-2 based fluorometric assay";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"SK-N-SH";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782051";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307745";"";"";"";"0.93"
"CHEMBL1774493";"";"None";"533.63";"1";"2.34";"13d";"Cn1c(N2CCCN(CCCN3c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O";"IC50";"'='";"128.0";"nM";"6.89";"";"";"UO_0000065";"12.92";"0.24";"4.55";"6.88";"0";"CHEMBL1775250";"Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772991";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307512";"";"";"";"128.0"
"CHEMBL900";"ORPHENADRINE";"4.0";"269.39";"0";"3.66";"orphenadrine";"Cc1ccccc1C(OCCN(C)C)c1ccccc1";"IC50";"'='";"97723.72";"nM";"4.01";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2169534";"Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163313";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";"";"";"4.01"
"CHEMBL353846";"ADIPHENINE";"2.0";"311.43";"0";"3.70";"adiphenine";"CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1";"IC50";"'='";"112201.85";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2169534";"Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163313";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";"";"";"3.95"
"CHEMBL122270";"LOBELINE";"2.0";"337.46";"0";"4.24";"lobeline";"CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1";"IC50";"'='";"44668.36";"nM";"4.35";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2169534";"Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163313";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";"";"";"4.35"
"CHEMBL597";"PHENTOLAMINE";"4.0";"281.36";"0";"2.84";"phentolamine";"Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1";"IC50";"'='";"316227.77";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2169534";"Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163313";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";"";"";"3.5"
